base 2,base 3,base 4,base 5,base 6,base 7,base 8,base 9,base 10,base 11,base 12,base 13,base 14,base 15,base 16
1010011100100,21100002,1103210,132343,40432,21410,12344,7302,5348,4022,3118,2585,1d40,18b8,14e4
1010011100101,21100010,1103211,132344,40433,21411,12345,7303,5349,4023,3119,2586,1d41,18b9,14e5
1010011100110,21100011,1103212,132400,40434,21412,12346,7304,5350,4024,311a,2587,1d42,18ba,14e6
1010011100111,21100012,1103213,132401,40435,21413,12347,7305,5351,4025,311b,2588,1d43,18bb,14e7
1010011101000,21100020,1103220,132402,40440,21414,12350,7306,5352,4026,3120,2589,1d44,18bc,14e8
1010011101001,21100021,1103221,132403,40441,21415,12351,7307,5353,4027,3121,258a,1d45,18bd,14e9
1010011101010,21100022,1103222,132404,40442,21416,12352,7308,5354,4028,3122,258b,1d46,18be,14ea
1010011101011,21100100,1103223,132410,40443,21420,12353,7310,5355,4029,3123,258c,1d47,18c0,14eb
1010011101100,21100101,1103230,132411,40444,21421,12354,7311,5356,402a,3124,2590,1d48,18c1,14ec
1010011101101,21100102,1103231,132412,40445,21422,12355,7312,5357,4030,3125,2591,1d49,18c2,14ed
1010011101110,21100110,1103232,132413,40450,21423,12356,7313,5358,4031,3126,2592,1d4a,18c3,14ee
1010011101111,21100111,1103233,132414,40451,21424,12357,7314,5359,4032,3127,2593,1d4b,18c4,14ef
1010011110000,21100112,1103300,132420,40452,21425,12360,7315,5360,4033,3128,2594,1d4c,18c5,14f0
1010011110001,21100120,1103301,132421,40453,21426,12361,7316,5361,4034,3129,2595,1d4d,18c6,14f1
1010011110010,21100121,1103302,132422,40454,21430,12362,7317,5362,4035,312a,2596,1d50,18c7,14f2
1010011110011,21100122,1103303,132423,40455,21431,12363,7318,5363,4036,312b,2597,1d51,18c8,14f3
1010011110100,21100200,1103310,132424,40500,21432,12364,7320,5364,4037,3130,2598,1d52,18c9,14f4
1010011110101,21100201,1103311,132430,40501,21433,12365,7321,5365,4038,3131,2599,1d53,18ca,14f5
1010011110110,21100202,1103312,132431,40502,21434,12366,7322,5366,4039,3132,259a,1d54,18cb,14f6
1010011110111,21100210,1103313,132432,40503,21435,12367,7323,5367,403a,3133,259b,1d55,18cc,14f7
1010011111000,21100211,1103320,132433,40504,21436,12370,7324,5368,4040,3134,259c,1d56,18cd,14f8
1010011111001,21100212,1103321,132434,40505,21440,12371,7325,5369,4041,3135,25a0,1d57,18ce,14f9
1010011111010,21100220,1103322,132440,40510,21441,12372,7326,5370,4042,3136,25a1,1d58,18d0,14fa
1010011111011,21100221,1103323,132441,40511,21442,12373,7327,5371,4043,3137,25a2,1d59,18d1,14fb
1010011111100,21100222,1103330,132442,40512,21443,12374,7328,5372,4044,3138,25a3,1d5a,18d2,14fc
1010011111101,21101000,1103331,132443,40513,21444,12375,7330,5373,4045,3139,25a4,1d5b,18d3,14fd
1010011111110,21101001,1103332,132444,40514,21445,12376,7331,5374,4046,313a,25a5,1d5c,18d4,14fe
1010011111111,21101002,1103333,133000,40515,21446,12377,7332,5375,4047,313b,25a6,1d5d,18d5,14ff
1010100000000,21101010,1110000,133001,40520,21450,12400,7333,5376,4048,3140,25a7,1d60,18d6,1500
1010100000001,21101011,1110001,133002,40521,21451,12401,7334,5377,4049,3141,25a8,1d61,18d7,1501
1010100000010,21101012,1110002,133003,40522,21452,12402,7335,5378,404a,3142,25a9,1d62,18d8,1502
1010100000011,21101020,1110003,133004,40523,21453,12403,7336,5379,4050,3143,25aa,1d63,18d9,1503
1010100000100,21101021,1110010,133010,40524,21454,12404,7337,5380,4051,3144,25ab,1d64,18da,1504
1010100000101,21101022,1110011,133011,40525,21455,12405,7338,5381,4052,3145,25ac,1d65,18db,1505
1010100000110,21101100,1110012,133012,40530,21456,12406,7340,5382,4053,3146,25b0,1d66,18dc,1506
1010100000111,21101101,1110013,133013,40531,21460,12407,7341,5383,4054,3147,25b1,1d67,18dd,1507
1010100001000,21101102,1110020,133014,40532,21461,12410,7342,5384,4055,3148,25b2,1d68,18de,1508
1010100001001,21101110,1110021,133020,40533,21462,12411,7343,5385,4056,3149,25b3,1d69,18e0,1509
1010100001010,21101111,1110022,133021,40534,21463,12412,7344,5386,4057,314a,25b4,1d6a,18e1,150a
1010100001011,21101112,1110023,133022,40535,21464,12413,7345,5387,4058,314b,25b5,1d6b,18e2,150b
1010100001100,21101120,1110030,133023,40540,21465,12414,7346,5388,4059,3150,25b6,1d6c,18e3,150c
1010100001101,21101121,1110031,133024,40541,21466,12415,7347,5389,405a,3151,25b7,1d6d,18e4,150d
1010100001110,21101122,1110032,133030,40542,21500,12416,7348,5390,4060,3152,25b8,1d70,18e5,150e
1010100001111,21101200,1110033,133031,40543,21501,12417,7350,5391,4061,3153,25b9,1d71,18e6,150f
1010100010000,21101201,1110100,133032,40544,21502,12420,7351,5392,4062,3154,25ba,1d72,18e7,1510
1010100010001,21101202,1110101,133033,40545,21503,12421,7352,5393,4063,3155,25bb,1d73,18e8,1511
1010100010010,21101210,1110102,133034,40550,21504,12422,7353,5394,4064,3156,25bc,1d74,18e9,1512
1010100010011,21101211,1110103,133040,40551,21505,12423,7354,5395,4065,3157,25c0,1d75,18ea,1513
1010100010100,21101212,1110110,133041,40552,21506,12424,7355,5396,4066,3158,25c1,1d76,18eb,1514
1010100010101,21101220,1110111,133042,40553,21510,12425,7356,5397,4067,3159,25c2,1d77,18ec,1515
1010100010110,21101221,1110112,133043,40554,21511,12426,7357,5398,4068,315a,25c3,1d78,18ed,1516
1010100010111,21101222,1110113,133044,40555,21512,12427,7358,5399,4069,315b,25c4,1d79,18ee,1517
1010100011000,21102000,1110120,133100,41000,21513,12430,7360,5400,406a,3160,25c5,1d7a,1900,1518
1010100011001,21102001,1110121,133101,41001,21514,12431,7361,5401,4070,3161,25c6,1d7b,1901,1519
1010100011010,21102002,1110122,133102,41002,21515,12432,7362,5402,4071,3162,25c7,1d7c,1902,151a
1010100011011,21102010,1110123,133103,41003,21516,12433,7363,5403,4072,3163,25c8,1d7d,1903,151b
1010100011100,21102011,1110130,133104,41004,21520,12434,7364,5404,4073,3164,25c9,1d80,1904,151c
1010100011101,21102012,1110131,133110,41005,21521,12435,7365,5405,4074,3165,25ca,1d81,1905,151d
1010100011110,21102020,1110132,133111,41010,21522,12436,7366,5406,4075,3166,25cb,1d82,1906,151e
1010100011111,21102021,1110133,133112,41011,21523,12437,7367,5407,4076,3167,25cc,1d83,1907,151f
1010100100000,21102022,1110200,133113,41012,21524,12440,7368,5408,4077,3168,2600,1d84,1908,1520
1010100100001,21102100,1110201,133114,41013,21525,12441,7370,5409,4078,3169,2601,1d85,1909,1521
1010100100010,21102101,1110202,133120,41014,21526,12442,7371,5410,4079,316a,2602,1d86,190a,1522
1010100100011,21102102,1110203,133121,41015,21530,12443,7372,5411,407a,316b,2603,1d87,190b,1523
1010100100100,21102110,1110210,133122,41020,21531,12444,7373,5412,4080,3170,2604,1d88,190c,1524
1010100100101,21102111,1110211,133123,41021,21532,12445,7374,5413,4081,3171,2605,1d89,190d,1525
1010100100110,21102112,1110212,133124,41022,21533,12446,7375,5414,4082,3172,2606,1d8a,190e,1526
1010100100111,21102120,1110213,133130,41023,21534,12447,7376,5415,4083,3173,2607,1d8b,1910,1527
1010100101000,21102121,1110220,133131,41024,21535,12450,7377,5416,4084,3174,2608,1d8c,1911,1528
1010100101001,21102122,1110221,133132,41025,21536,12451,7378,5417,4085,3175,2609,1d8d,1912,1529
1010100101010,21102200,1110222,133133,41030,21540,12452,7380,5418,4086,3176,260a,1d90,1913,152a
1010100101011,21102201,1110223,133134,41031,21541,12453,7381,5419,4087,3177,260b,1d91,1914,152b
1010100101100,21102202,1110230,133140,41032,21542,12454,7382,5420,4088,3178,260c,1d92,1915,152c
1010100101101,21102210,1110231,133141,41033,21543,12455,7383,5421,4089,3179,2610,1d93,1916,152d
1010100101110,21102211,1110232,133142,41034,21544,12456,7384,5422,408a,317a,2611,1d94,1917,152e
1010100101111,21102212,1110233,133143,41035,21545,12457,7385,5423,4090,317b,2612,1d95,1918,152f
1010100110000,21102220,1110300,133144,41040,21546,12460,7386,5424,4091,3180,2613,1d96,1919,1530
1010100110001,21102221,1110301,133200,41041,21550,12461,7387,5425,4092,3181,2614,1d97,191a,1531
1010100110010,21102222,1110302,133201,41042,21551,12462,7388,5426,4093,3182,2615,1d98,191b,1532
1010100110011,21110000,1110303,133202,41043,21552,12463,7400,5427,4094,3183,2616,1d99,191c,1533
1010100110100,21110001,1110310,133203,41044,21553,12464,7401,5428,4095,3184,2617,1d9a,191d,1534
1010100110101,21110002,1110311,133204,41045,21554,12465,7402,5429,4096,3185,2618,1d9b,191e,1535
1010100110110,21110010,1110312,133210,41050,21555,12466,7403,5430,4097,3186,2619,1d9c,1920,1536
1010100110111,21110011,1110313,133211,41051,21556,12467,7404,5431,4098,3187,261a,1d9d,1921,1537
1010100111000,21110012,1110320,133212,41052,21560,12470,7405,5432,4099,3188,261b,1da0,1922,1538
1010100111001,21110020,1110321,133213,41053,21561,12471,7406,5433,409a,3189,261c,1da1,1923,1539
1010100111010,21110021,1110322,133214,41054,21562,12472,7407,5434,40a0,318a,2620,1da2,1924,153a
1010100111011,21110022,1110323,133220,41055,21563,12473,7408,5435,40a1,318b,2621,1da3,1925,153b
1010100111100,21110100,1110330,133221,41100,21564,12474,7410,5436,40a2,3190,2622,1da4,1926,153c
1010100111101,21110101,1110331,133222,41101,21565,12475,7411,5437,40a3,3191,2623,1da5,1927,153d
1010100111110,21110102,1110332,133223,41102,21566,12476,7412,5438,40a4,3192,2624,1da6,1928,153e
1010100111111,21110110,1110333,133224,41103,21600,12477,7413,5439,40a5,3193,2625,1da7,1929,153f
1010101000000,21110111,1111000,133230,41104,21601,12500,7414,5440,40a6,3194,2626,1da8,192a,1540
1010101000001,21110112,1111001,133231,41105,21602,12501,7415,5441,40a7,3195,2627,1da9,192b,1541
1010101000010,21110120,1111002,133232,41110,21603,12502,7416,5442,40a8,3196,2628,1daa,192c,1542
1010101000011,21110121,1111003,133233,41111,21604,12503,7417,5443,40a9,3197,2629,1dab,192d,1543
1010101000100,21110122,1111010,133234,41112,21605,12504,7418,5444,40aa,3198,262a,1dac,192e,1544
1010101000101,21110200,1111011,133240,41113,21606,12505,7420,5445,4100,3199,262b,1dad,1930,1545
1010101000110,21110201,1111012,133241,41114,21610,12506,7421,5446,4101,319a,262c,1db0,1931,1546
1010101000111,21110202,1111013,133242,41115,21611,12507,7422,5447,4102,319b,2630,1db1,1932,1547
1010101001000,21110210,1111020,133243,41120,21612,12510,7423,5448,4103,31a0,2631,1db2,1933,1548
1010101001001,21110211,1111021,133244,41121,21613,12511,7424,5449,4104,31a1,2632,1db3,1934,1549
1010101001010,21110212,1111022,133300,41122,21614,12512,7425,5450,4105,31a2,2633,1db4,1935,154a
1010101001011,21110220,1111023,133301,41123,21615,12513,7426,5451,4106,31a3,2634,1db5,1936,154b
1010101001100,21110221,1111030,133302,41124,21616,12514,7427,5452,4107,31a4,2635,1db6,1937,154c
1010101001101,21110222,1111031,133303,41125,21620,12515,7428,5453,4108,31a5,2636,1db7,1938,154d
1010101001110,21111000,1111032,133304,41130,21621,12516,7430,5454,4109,31a6,2637,1db8,1939,154e
1010101001111,21111001,1111033,133310,41131,21622,12517,7431,5455,410a,31a7,2638,1db9,193a,154f
1010101010000,21111002,1111100,133311,41132,21623,12520,7432,5456,4110,31a8,2639,1dba,193b,1550
1010101010001,21111010,1111101,133312,41133,21624,12521,7433,5457,4111,31a9,263a,1dbb,193c,1551
1010101010010,21111011,1111102,133313,41134,21625,12522,7434,5458,4112,31aa,263b,1dbc,193d,1552
1010101010011,21111012,1111103,133314,41135,21626,12523,7435,5459,4113,31ab,263c,1dbd,193e,1553
1010101010100,21111020,1111110,133320,41140,21630,12524,7436,5460,4114,31b0,2640,1dc0,1940,1554
1010101010101,21111021,1111111,133321,41141,21631,12525,7437,5461,4115,31b1,2641,1dc1,1941,1555
1010101010110,21111022,1111112,133322,41142,21632,12526,7438,5462,4116,31b2,2642,1dc2,1942,1556
1010101010111,21111100,1111113,133323,41143,21633,12527,7440,5463,4117,31b3,2643,1dc3,1943,1557
1010101011000,21111101,1111120,133324,41144,21634,12530,7441,5464,4118,31b4,2644,1dc4,1944,1558
1010101011001,21111102,1111121,133330,41145,21635,12531,7442,5465,4119,31b5,2645,1dc5,1945,1559
1010101011010,21111110,1111122,133331,41150,21636,12532,7443,5466,411a,31b6,2646,1dc6,1946,155a
1010101011011,21111111,1111123,133332,41151,21640,12533,7444,5467,4120,31b7,2647,1dc7,1947,155b
1010101011100,21111112,1111130,133333,41152,21641,12534,7445,5468,4121,31b8,2648,1dc8,1948,155c
1010101011101,21111120,1111131,133334,41153,21642,12535,7446,5469,4122,31b9,2649,1dc9,1949,155d
1010101011110,21111121,1111132,133340,41154,21643,12536,7447,5470,4123,31ba,264a,1dca,194a,155e
1010101011111,21111122,1111133,133341,41155,21644,12537,7448,5471,4124,31bb,264b,1dcb,194b,155f
1010101100000,21111200,1111200,133342,41200,21645,12540,7450,5472,4125,3200,264c,1dcc,194c,1560
1010101100001,21111201,1111201,133343,41201,21646,12541,7451,5473,4126,3201,2650,1dcd,194d,1561
1010101100010,21111202,1111202,133344,41202,21650,12542,7452,5474,4127,3202,2651,1dd0,194e,1562
1010101100011,21111210,1111203,133400,41203,21651,12543,7453,5475,4128,3203,2652,1dd1,1950,1563
1010101100100,21111211,1111210,133401,41204,21652,12544,7454,5476,4129,3204,2653,1dd2,1951,1564
1010101100101,21111212,1111211,133402,41205,21653,12545,7455,5477,412a,3205,2654,1dd3,1952,1565
1010101100110,21111220,1111212,133403,41210,21654,12546,7456,5478,4130,3206,2655,1dd4,1953,1566
1010101100111,21111221,1111213,133404,41211,21655,12547,7457,5479,4131,3207,2656,1dd5,1954,1567
1010101101000,21111222,1111220,133410,41212,21656,12550,7458,5480,4132,3208,2657,1dd6,1955,1568
1010101101001,21112000,1111221,133411,41213,21660,12551,7460,5481,4133,3209,2658,1dd7,1956,1569
1010101101010,21112001,1111222,133412,41214,21661,12552,7461,5482,4134,320a,2659,1dd8,1957,156a
1010101101011,21112002,1111223,133413,41215,21662,12553,7462,5483,4135,320b,265a,1dd9,1958,156b
1010101101100,21112010,1111230,133414,41220,21663,12554,7463,5484,4136,3210,265b,1dda,1959,156c
1010101101101,21112011,1111231,133420,41221,21664,12555,7464,5485,4137,3211,265c,1ddb,195a,156d
1010101101110,21112012,1111232,133421,41222,21665,12556,7465,5486,4138,3212,2660,1ddc,195b,156e
1010101101111,21112020,1111233,133422,41223,21666,12557,7466,5487,4139,3213,2661,1ddd,195c,156f
1010101110000,21112021,1111300,133423,41224,22000,12560,7467,5488,413a,3214,2662,2000,195d,1570
1010101110001,21112022,1111301,133424,41225,22001,12561,7468,5489,4140,3215,2663,2001,195e,1571
1010101110010,21112100,1111302,133430,41230,22002,12562,7470,5490,4141,3216,2664,2002,1960,1572
1010101110011,21112101,1111303,133431,41231,22003,12563,7471,5491,4142,3217,2665,2003,1961,1573
1010101110100,21112102,1111310,133432,41232,22004,12564,7472,5492,4143,3218,2666,2004,1962,1574
1010101110101,21112110,1111311,133433,41233,22005,12565,7473,5493,4144,3219,2667,2005,1963,1575
1010101110110,21112111,1111312,133434,41234,22006,12566,7474,5494,4145,321a,2668,2006,1964,1576
1010101110111,21112112,1111313,133440,41235,22010,12567,7475,5495,4146,321b,2669,2007,1965,1577
1010101111000,21112120,1111320,133441,41240,22011,12570,7476,5496,4147,3220,266a,2008,1966,1578
1010101111001,21112121,1111321,133442,41241,22012,12571,7477,5497,4148,3221,266b,2009,1967,1579
1010101111010,21112122,1111322,133443,41242,22013,12572,7478,5498,4149,3222,266c,200a,1968,157a
1010101111011,21112200,1111323,133444,41243,22014,12573,7480,5499,414a,3223,2670,200b,1969,157b
1010101111100,21112201,1111330,134000,41244,22015,12574,7481,5500,4150,3224,2671,200c,196a,157c
1010101111101,21112202,1111331,134001,41245,22016,12575,7482,5501,4151,3225,2672,200d,196b,157d
1010101111110,21112210,1111332,134002,41250,22020,12576,7483,5502,4152,3226,2673,2010,196c,157e
1010101111111,21112211,1111333,134003,41251,22021,12577,7484,5503,4153,3227,2674,2011,196d,157f
1010110000000,21112212,1112000,134004,41252,22022,12600,7485,5504,4154,3228,2675,2012,196e,1580
1010110000001,21112220,1112001,134010,41253,22023,12601,7486,5505,4155,3229,2676,2013,1970,1581
1010110000010,21112221,1112002,134011,41254,22024,12602,7487,5506,4156,322a,2677,2014,1971,1582
1010110000011,21112222,1112003,134012,41255,22025,12603,7488,5507,4157,322b,2678,2015,1972,1583
1010110000100,21120000,1112010,134013,41300,22026,12604,7500,5508,4158,3230,2679,2016,1973,1584
1010110000101,21120001,1112011,134014,41301,22030,12605,7501,5509,4159,3231,267a,2017,1974,1585
1010110000110,21120002,1112012,134020,41302,22031,12606,7502,5510,415a,3232,267b,2018,1975,1586
1010110000111,21120010,1112013,134021,41303,22032,12607,7503,5511,4160,3233,267c,2019,1976,1587
1010110001000,21120011,1112020,134022,41304,22033,12610,7504,5512,4161,3234,2680,201a,1977,1588
1010110001001,21120012,1112021,134023,41305,22034,12611,7505,5513,4162,3235,2681,201b,1978,1589
1010110001010,21120020,1112022,134024,41310,22035,12612,7506,5514,4163,3236,2682,201c,1979,158a
1010110001011,21120021,1112023,134030,41311,22036,12613,7507,5515,4164,3237,2683,201d,197a,158b
1010110001100,21120022,1112030,134031,41312,22040,12614,7508,5516,4165,3238,2684,2020,197b,158c
1010110001101,21120100,1112031,134032,41313,22041,12615,7510,5517,4166,3239,2685,2021,197c,158d
1010110001110,21120101,1112032,134033,41314,22042,12616,7511,5518,4167,323a,2686,2022,197d,158e
1010110001111,21120102,1112033,134034,41315,22043,12617,7512,5519,4168,323b,2687,2023,197e,158f
1010110010000,21120110,1112100,134040,41320,22044,12620,7513,5520,4169,3240,2688,2024,1980,1590
1010110010001,21120111,1112101,134041,41321,22045,12621,7514,5521,416a,3241,2689,2025,1981,1591
1010110010010,21120112,1112102,134042,41322,22046,12622,7515,5522,4170,3242,268a,2026,1982,1592
1010110010011,21120120,1112103,134043,41323,22050,12623,7516,5523,4171,3243,268b,2027,1983,1593
1010110010100,21120121,1112110,134044,41324,22051,12624,7517,5524,4172,3244,268c,2028,1984,1594
1010110010101,21120122,1112111,134100,41325,22052,12625,7518,5525,4173,3245,2690,2029,1985,1595
1010110010110,21120200,1112112,134101,41330,22053,12626,7520,5526,4174,3246,2691,202a,1986,1596
1010110010111,21120201,1112113,134102,41331,22054,12627,7521,5527,4175,3247,2692,202b,1987,1597
1010110011000,21120202,1112120,134103,41332,22055,12630,7522,5528,4176,3248,2693,202c,1988,1598
1010110011001,21120210,1112121,134104,41333,22056,12631,7523,5529,4177,3249,2694,202d,1989,1599
1010110011010,21120211,1112122,134110,41334,22060,12632,7524,5530,4178,324a,2695,2030,198a,159a
1010110011011,21120212,1112123,134111,41335,22061,12633,7525,5531,4179,324b,2696,2031,198b,159b
1010110011100,21120220,1112130,134112,41340,22062,12634,7526,5532,417a,3250,2697,2032,198c,159c
1010110011101,21120221,1112131,134113,41341,22063,12635,7527,5533,4180,3251,2698,2033,198d,159d
1010110011110,21120222,1112132,134114,41342,22064,12636,7528,5534,4181,3252,2699,2034,198e,159e
1010110011111,21121000,1112133,134120,41343,22065,12637,7530,5535,4182,3253,269a,2035,1990,159f
1010110100000,21121001,1112200,134121,41344,22066,12640,7531,5536,4183,3254,269b,2036,1991,15a0
1010110100001,21121002,1112201,134122,41345,22100,12641,7532,5537,4184,3255,269c,2037,1992,15a1
1010110100010,21121010,1112202,134123,41350,22101,12642,7533,5538,4185,3256,26a0,2038,1993,15a2
1010110100011,21121011,1112203,134124,41351,22102,12643,7534,5539,4186,3257,26a1,2039,1994,15a3
1010110100100,21121012,1112210,134130,41352,22103,12644,7535,5540,4187,3258,26a2,203a,1995,15a4
1010110100101,21121020,1112211,134131,41353,22104,12645,7536,5541,4188,3259,26a3,203b,1996,15a5
1010110100110,21121021,1112212,134132,41354,22105,12646,7537,5542,4189,325a,26a4,203c,1997,15a6
1010110100111,21121022,1112213,134133,41355,22106,12647,7538,5543,418a,325b,26a5,203d,1998,15a7
1010110101000,21121100,1112220,134134,41400,22110,12650,7540,5544,4190,3260,26a6,2040,1999,15a8
1010110101001,21121101,1112221,134140,41401,22111,12651,7541,5545,4191,3261,26a7,2041,199a,15a9
1010110101010,21121102,1112222,134141,41402,22112,12652,7542,5546,4192,3262,26a8,2042,199b,15aa
1010110101011,21121110,1112223,134142,41403,22113,12653,7543,5547,4193,3263,26a9,2043,199c,15ab
1010110101100,21121111,1112230,134143,41404,22114,12654,7544,5548,4194,3264,26aa,2044,199d,15ac
1010110101101,21121112,1112231,134144,41405,22115,12655,7545,5549,4195,3265,26ab,2045,199e,15ad
1010110101110,21121120,1112232,134200,41410,22116,12656,7546,5550,4196,3266,26ac,2046,19a0,15ae
1010110101111,21121121,1112233,134201,41411,22120,12657,7547,5551,4197,3267,26b0,2047,19a1,15af
